shape, chamfer_dist, color_dist
MEAN, 0.0010653467522755264, 60.68135520833333
3D-FUTURE-model/chair/19f47b83-3a3e-4f63-b9c3-a421468dbd7f, 0.0005645223349475039, 32.45653333333333
3D-FUTURE-model/chair/2a17cf5f-ec24-4ee6-87fa-a504712a45f6, 0.0009849395514594827, 24.963233333333335
3D-FUTURE-model/chair/bd736985-025a-4d60-865f-d8cab731280b, 0.0009753696321557837, 42.134366666666665
3D-FUTURE-model/chair/00a91a81-fc73-4625-8298-06ecd55b6aaa, 0.0009136966501836879, 25.55153333333333
3D-FUTURE-model/chair/d72b7ee3-e39b-42e7-b796-e7ec9d23fbd7, 0.0008132856726318634, 140.46213333333333
3D-FUTURE-model/chair/5949665c-499d-413e-ba9c-b8595ee700e5, 0.0007081918886161051, 59.55893333333333
3D-FUTURE-model/chair/0bca869d-b715-4795-b911-9de38f642f22, 0.00201632607348855, 75.5255
3D-FUTURE-model/chair/01839053-f5e1-4165-b492-85836be84194, 0.0014826348335129774, 77.5912
3D-FUTURE-model/chair/4b600aed-51ed-445c-8c08-283ea0d5b53a, 0.0009015483851844868, 62.557500000000005
3D-FUTURE-model/chair/65b5062b-666a-3c3c-a465-bb43291d0e66, 0.0033635984775881424, 45.4832
3D-FUTURE-model/chair/5b767119-7fa8-48b0-a646-28af049330fc, 0.0009270442325607042, 29.486333333333334
3D-FUTURE-model/chair/44b8dd59-8e5c-4fb3-a3ca-dba9b7419cd2, 0.0006654706348894263, 216.823
3D-FUTURE-model/chair/18992c9e-25a6-301d-8be8-95b7494e010f, 0.0007511935401868785, 57.9697
3D-FUTURE-model/chair/26d454a6-308d-3c4f-a871-df9e29e70d63, 0.0008863714572174283, 67.16669999999999
3D-FUTURE-model/chair/932caad9-022d-4a6d-a5e9-32145b16833d, 0.0009278378353815787, 34.0432
3D-FUTURE-model/chair/202be378-8e97-471d-9041-8f24d8c3df00, 0.000412781522885341, 35.4784
3D-FUTURE-model/chair/147fb31a-fcf2-4b58-8c0a-6ff888abff04, 0.0006149245904856957, 85.79873333333333
3D-FUTURE-model/chair/5c743f3d-6647-4f2b-9ecf-561b119cc104, 0.0006726212641243292, 62.62656666666667
3D-FUTURE-model/chair/77dcc4f8-98ae-43aa-994b-c1874f9a00b7, 0.0005574955069029455, 43.84213333333334
3D-FUTURE-model/chair/f7b9d8f5-1458-4a0d-a753-0a2a4f377e31, 0.0006489061618180744, 36.35143333333333
3D-FUTURE-model/chair/18b5b81f-7860-449f-87fb-5552e3a96fb9, 0.002974909769563447, 41.50843333333333
3D-FUTURE-model/chair/b98f48d1-9b8b-430a-b803-c24d87a77386, 0.0010121730115440711, 78.74226666666667
3D-FUTURE-model/chair/5ec8be8f-f953-40e1-9a1e-9710b83c176c, 0.0027163494645298047, 96.01423333333332
3D-FUTURE-model/chair/5157b498-3cdf-4513-bd97-237358b1979e, 0.0007858638399666209, 43.5169
3D-FUTURE-model/chair/b3b7e415-b77b-4dc5-8bdf-7673a00f2b0d, 0.0009576998424103667, 33.366933333333336
3D-FUTURE-model/chair/da47801b-a9c7-4370-92b5-2c13bdfd6c42, 0.0012696085401479884, 136.43866666666668
3D-FUTURE-model/chair/57580a13-bef0-44fd-b611-863ea4a3aad8, 0.0009647956376814487, 58.297533333333334
3D-FUTURE-model/chair/fad585b9-df56-4b87-8a82-5130d5273c9b, 0.0004517704304307108, 20.591033333333336
3D-FUTURE-model/chair/99e35a9e-b125-4334-949e-5845f987a53f, 0.0006709482236271816, 25.835
3D-FUTURE-model/chair/c744f59f-6133-4131-a131-88209820de61, 0.0006252734058885552, 49.2239
3D-FUTURE-model/chair/0cd722cb-4cf5-4026-9906-187e51d78c67, 0.0006481181429223016, 40.657833333333336
3D-FUTURE-model/chair/ecf6d756-e5f7-4e54-86ff-5595f77ccb01, 0.001224825517883366, 61.740300000000005
